Customer_ID,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Gender,Age,Region,Dropped_Calls,tariff,Handset,L_O_S
"K302770",153,468.600000,149,307.199999,8,13.500000,27.647031,3.062745,2.061745,1.687500,310,789.299999,2.546129,816.947030,"F",30,"North-East",0,"CAT 100","WC95",11.006160
"K302790",96,318.000000,85,202.500000,10,24.599999,82.181641,3.312500,2.382353,2.460000,191,545.099999,2.853927,627.281640,"M",65,"South-East",1,"CAT 100","S50",12.517454
"K302800",157,606.000000,29,123.600000,13,34.200000,117.961610,3.859873,4.262069,2.630769,199,763.800000,3.838191,881.761610,"F",30,"North-East",0,"CAT 100","WC95",28.616016
"K302810",92,355.799999,127,217.500000,2,16.000000,27.721910,3.867391,1.712598,8.000000,221,589.299999,2.666516,617.021909,"F",43,"South-East",0,"CAT 100","WC95",32.919918
"K302830",182,531.599999,47,241.199999,4,21.000000,54.466213,2.920879,5.131915,5.250000,233,793.799998,3.406867,848.266211,"F",41,"South",1,"CAT 100","WC95",43.761807
"K302850",5,448.799999,95,170.099999,1,25.800000,62.032625,89.760000,1.790526,25.800000,101,644.699998,6.383168,706.732623,"F",23,"South",0,"CAT 100","BS110",23.063655
"K302860",6,559.200000,124,199.499999,12,32.000000,62.782068,93.200000,1.608871,2.666667,142,790.699999,5.568310,853.482067,"M",19,"South",0,"CAT 100","S50",26.349076
"K302870",8,423.600001,95,223.500001,4,49.000000,150.452154,52.950000,2.352632,12.250000,107,696.100002,6.505607,846.552156,"M",12,"East",1,"CAT 100","S50",51.186858
"K302880",4,432.000000,86,160.499999,10,38.400001,130.393958,108.000000,1.866279,3.840000,100,630.900000,6.309000,761.293958,"M",20,"South",6,"CAT 100","S50",39.917864
"K302890",5,540.600000,127,204.299999,9,29.500001,164.505867,108.120000,1.608661,3.277778,141,774.400000,5.492199,938.905867,"M",75,"South",1,"CAT 100","S50",17.544148
"K302910",12,593.400000,118,326.100000,0,0.000000,81.109112,49.450000,2.763559,0.000000,130,919.500000,7.073077,1000.609112,"F",41,"North-East",0,"CAT 100","WC95",15.244353
"K302920",5,498.600000,78,117.900001,22,42.000000,59.308407,99.720000,1.511538,1.909091,105,658.500001,6.271429,717.808408,"M",34,"South-West",0,"CAT 100","S50",12.057495
"K302930",3,378.600000,44,124.799999,29,45.599999,19.849268,126.200000,2.836364,1.572414,76,548.999998,7.223684,568.849266,"F",26,"South",1,"CAT 100","WC95",56.837782
"K302950",9,543.600001,145,249.299999,5,15.000000,38.029796,60.400000,1.719310,3.000000,159,807.900000,5.081132,845.929796,"F",41,"South-West",2,"CAT 100","BS110",17.117043
"K302960",4,496.800001,254,427.199999,0,0.000000,175.614198,124.200000,1.681890,0.000000,258,924.000000,3.581395,1099.614198,"F",12,"South-East",1,"CAT 100","WC95",43.597536
"K302970",6,382.800000,131,210.300000,0,0.000000,100.490803,63.800000,1.605344,0.000000,137,593.100000,4.329197,693.590803,"M",35,"East",1,"CAT 100","S50",36.665298
"K302990",3,490.800000,143,234.900001,3,21.000000,116.922576,163.600000,1.642657,7.000000,149,746.700001,5.011409,863.622577,"M",16,"Central",2,"CAT 100","CAS30",21.618070
"K303000",12,613.799999,163,258.600001,0,0.000000,56.392025,51.150000,1.586503,0.000000,175,872.400000,4.985143,928.792025,"M",29,"West",2,"CAT 100","S50",51.548255
"K303010",5,448.200000,57,131.100001,22,34.000000,115.663210,89.640000,2.300000,1.545455,84,613.300001,7.301190,728.963211,"F",17,"East",0,"CAT 100","WC95",22.997947
"K303030",2,585.600000,66,145.499999,7,15.600000,27.192641,292.800000,2.204545,2.228571,75,746.699999,9.956000,773.892640,"F",48,"South",2,"CAT 100","WC95",51.581109
"K303040",2,546.000000,162,323.400000,5,22.800000,65.989091,273.000000,1.996296,4.560000,169,892.200000,5.279290,958.189091,"M",42,"South-East",0,"CAT 100","BS110",19.613963
"K303050",2,573.000000,198,340.499999,14,38.000000,32.053996,286.500000,1.719697,2.714286,214,951.499999,4.446262,983.553995,"F",15,"West",0,"CAT 100","WC95",52.599589
"K303070",11,552.600001,92,161.399999,11,16.800000,59.387504,50.236364,1.754348,1.527273,114,730.800000,6.410526,790.187504,"M",24,"Central",2,"CAT 100","S50",41.823409
"K303080",12,503.400000,229,347.400000,0,0.000000,63.012072,41.950000,1.517031,0.000000,241,850.800000,3.530290,913.812072,"F",37,"South-East",2,"CAT 100","WC95",39.030801
"K303110",9,488.399999,79,232.800001,5,11.500001,50.022975,54.266667,2.946835,2.300000,93,732.700001,7.878495,782.722976,"M",23,"North-West",0,"CAT 100","S50",36.763860
"K303140",592,1017.600000,83,221.400000,16,26.000000,110.213213,1.718919,2.667470,1.625000,691,1265.000000,1.830680,1375.213213,"M",19,"North",9,"CAT 200","S50",35.975359
"K303150",406,633.600000,247,453.300000,0,0.000000,76.881189,1.560591,1.835223,0.000000,653,1086.900000,1.664472,1163.781189,"F",26,"South",1,"CAT 200","BS110",54.800821
"K303160",429,737.400000,3,306.900000,6,42.000000,154.585812,1.718881,102.300000,7.000000,438,1086.300000,2.480137,1240.885812,"M",15,"West",0,"CAT 200","S50",37.190965
"K303170",656,1045.800001,77,437.700001,0,0.000000,140.894717,1.594207,5.684416,0.000000,733,1483.500002,2.023874,1624.394719,"F",21,"North",10,"CAT 200","BS110",12.714579
"K303180",603,1036.199999,224,389.699999,10,23.000000,148.065313,1.718408,1.739732,2.300000,837,1448.899998,1.731063,1596.965311,"F",43,"Central",2,"CAT 200","WC95",49.708419
"K303190",527,822.600001,49,636.899999,2,13.000000,7.044111,1.560911,12.997959,6.500000,578,1472.500000,2.547578,1479.544111,"M",31,"South-East",2,"CAT 200","S50",32.525667
"K303220",631,1085.400000,251,449.400000,0,0.000000,55.123268,1.720127,1.790438,0.000000,882,1534.800000,1.740136,1589.923268,"F",12,"West",1,"CAT 200","WC95",24.837782
"K303240",467,952.200000,139,402.000000,0,0.000000,92.453810,2.038972,2.892086,0.000000,606,1354.200000,2.234653,1446.653810,"M",61,"North-East",1,"CAT 200","S50",56.640657
"K303260",672,1155.000000,28,171.300001,2,14.400000,21.576731,1.718750,6.117857,7.200000,702,1340.700001,1.909829,1362.276732,"M",34,"West",0,"CAT 200","BS110",11.498973
"K303270",702,1430.400001,6,53.400001,0,0.000000,53.072955,2.037607,8.900000,0.000000,708,1483.800002,2.095763,1536.872957,"F",20,"North",5,"CAT 200","WC95",21.618070
"K303290",1048,2136.600000,22,674.100000,0,0.000000,55.722810,2.038740,30.640909,0.000000,1070,2810.700000,2.626822,2866.422810,"M",13,"North-East",2,"CAT 200","BS110",39.917864
"K303320",540,830.399999,314,572.700000,3,11.400000,138.737727,1.537778,1.823885,3.800000,857,1414.499999,1.650525,1553.237726,"M",62,"South-East",2,"CAT 200","S50",35.613963
"K303330",1243,2137.200000,63,274.200000,1,12.600000,128.970529,1.719389,4.352381,12.600000,1307,2424.000000,1.854629,2552.970529,"M",16,"South",2,"CAT 200","S50",54.308008
"K303360",338,969.000000,10,40.799999,0,0.000000,27.672039,2.866864,4.080000,0.000000,348,1009.799999,2.901724,1037.472038,"F",45,"East",1,"CAT 200","WC95",49.018480
"K303370",967,1664.400001,11,24.000000,3,12.000000,179.503331,1.721200,2.181818,4.000000,981,1700.400001,1.733333,1879.903332,"M",28,"South-East",1,"CAT 200","BS110",16.985626
"K303390",375,765.600002,119,606.000000,0,0.000000,159.231205,2.041600,5.092437,0.000000,494,1371.600002,2.776518,1530.831207,"F",13,"South-West",1,"CAT 200","BS110",32.591376
"K303400",568,1159.200000,271,437.400000,0,0.000000,120.285988,2.040845,1.614022,0.000000,839,1596.600000,1.902980,1716.885988,"M",70,"South-East",2,"CAT 200","S50",13.700205
"K303410",651,1120.800001,149,469.800001,2,32.400000,159.988699,1.721659,3.153020,16.200000,802,1623.000002,2.023691,1782.988701,"M",57,"North",9,"CAT 200","BS110",48.000000
"K303420",544,936.000000,308,547.500001,5,28.000000,21.631144,1.720588,1.777597,5.600000,857,1511.500001,1.763711,1533.131145,"M",45,"South-West",0,"CAT 200","S50",24.279261
"K303430",498,795.000000,106,610.800001,8,26.399999,51.810437,1.596386,5.762264,3.300000,612,1432.200000,2.340196,1484.010437,"M",32,"South-West",4,"CAT 200","S50",26.184805
"K303440",734,1499.400000,161,276.900000,6,19.000000,74.962343,2.042779,1.719876,3.166667,901,1795.300000,1.992564,1870.262343,"F",37,"North-East",11,"CAT 200","BS110",16.624230
"K303450",267,546.000000,79,501.599999,11,37.500000,22.610362,2.044944,6.349367,3.409091,357,1085.099999,3.039496,1107.710361,"F",51,"Central",1,"CAT 200","WC95",32.657084
"K303490",499,844.800000,78,149.099999,20,46.200000,103.691728,1.692986,1.911538,2.310000,597,1040.099999,1.742211,1143.791727,"F",48,"East",2,"CAT 200","WC95",36.468172
"K303500",425,732.000000,68,333.000000,0,0.000000,121.729805,1.722353,4.897059,0.000000,493,1065.000000,2.160243,1186.729805,"F",26,"East",11,"CAT 200","WC95",48.065708
"K303510",373,731.400000,160,346.200000,12,18.600000,161.382132,1.960858,2.163750,1.550000,545,1096.200000,2.011376,1257.582132,"F",43,"North-East",2,"CAT 200","BS110",26.316222
"K303520",352,720.000000,204,628.800001,0,0.000000,96.544312,2.045455,3.082353,0.000000,556,1348.800001,2.425899,1445.344313,"F",12,"East",8,"CAT 200","WC95",12.648871
"K303530",440,810.000000,204,325.200000,8,43.800000,1.151761,1.840909,1.594118,5.475000,652,1179.000000,1.808282,1180.151761,"F",15,"North-West",0,"CAT 200","BS110",47.704312
"K303540",465,742.200000,160,285.599998,6,10.200000,5.676413,1.596129,1.785000,1.700000,631,1037.999998,1.645008,1043.676411,"F",58,"Central",7,"CAT 200","WC95",52.599589
"K303550",704,1212.000000,30,382.799999,7,22.799999,125.652798,1.721591,12.760000,3.257143,741,1617.599998,2.182996,1743.252796,"M",19,"South-West",1,"CAT 200","S50",30.324435
"K303570",461,943.200000,63,403.800000,11,32.000000,59.510328,2.045987,6.409524,2.909091,535,1379.000000,2.577570,1438.510328,"M",34,"South-West",1,"CAT 200","S50",31.474333
"K303590",1088,1735.799999,4,13.200000,2,31.000000,105.426278,1.595404,3.300000,15.500000,1094,1779.999999,1.627057,1885.426277,"M",39,"North-East",0,"CAT 200","S50",48.952772
"K303610",440,901.200001,100,585.900001,2,13.800000,136.721743,2.048182,5.859000,6.900000,542,1500.900002,2.769188,1637.621745,"F",16,"East",2,"CAT 200","WC95",28.813142
"K303620",684,1091.399999,115,562.200000,1,4.800000,11.323905,1.595614,4.888696,4.800000,800,1658.399999,2.073000,1669.723904,"F",40,"South-East",0,"CAT 200","WC95",41.560575
"K303630",900,1841.400000,71,160.199999,26,39.600000,114.277174,2.046000,2.256338,1.523077,997,2041.199999,2.047342,2155.477173,"F",17,"North-West",0,"CAT 200","WC95",14.850103
"K303640",687,1183.800000,100,425.400000,6,11.400000,96.376812,1.723144,4.254000,1.900000,793,1620.600000,2.043632,1716.976812,"F",19,"Central",1,"CAT 200","WC95",13.733060
"K303660",749,1377.000000,233,383.700000,8,15.600000,32.791136,1.838451,1.646781,1.950000,990,1776.300000,1.794242,1809.091136,"M",45,"North",1,"CAT 200","S50",14.193018
"K303690",334,685.200000,104,368.700000,1,10.200000,48.600082,2.051497,3.545192,10.200000,439,1064.100000,2.423918,1112.700082,"M",37,"North-East",2,"CAT 200","S50",52.895277
"K303740",852,1469.400001,200,338.099999,2,30.000000,42.785089,1.724648,1.690500,15.000000,1054,1837.500000,1.743359,1880.285089,"F",30,"Central",11,"CAT 200","WC95",20.862423
"K303760",745,1530.000000,39,302.400000,22,40.000000,34.263394,2.053691,7.753846,1.818182,806,1872.400000,2.323077,1906.663394,"M",22,"South",0,"CAT 200","BS110",15.507187
"K303790",700,1437.600000,233,406.500000,4,48.000000,72.887528,2.053714,1.744635,12.000000,937,1892.100000,2.019317,1964.987528,"F",23,"North-West",1,"CAT 200","BS110",52.073922
"K303820",434,892.800001,104,158.400000,0,0.000000,92.897875,2.057143,1.523077,0.000000,538,1051.200001,1.953903,1144.097876,"M",12,"Central",2,"CAT 200","S50",27.137577
"K303830",516,948.000000,6,77.100000,24,43.199999,116.325929,1.837209,12.850000,1.800000,546,1068.299999,1.956593,1184.625928,"F",15,"Central",1,"CAT 200","BS110",38.603696
"K303840",527,1083.000000,187,299.100000,17,35.499998,82.848204,2.055028,1.599465,2.088235,731,1417.599998,1.939261,1500.448202,"M",23,"South-West",4,"CAT 200","S50",44.353183
"K303850",485,997.200000,71,437.400001,13,32.000000,13.854515,2.056082,6.160563,2.461538,569,1466.600001,2.577504,1480.454516,"F",27,"South",1,"CAT 200","BS110",37.749487
"K303870",1006,2067.600001,24,38.100000,21,33.600001,170.809553,2.055268,1.587500,1.600000,1051,2139.300002,2.035490,2310.109555,"F",69,"East",0,"CAT 200","WC95",51.482546
"K303880",1162,2388.000000,100,227.100000,3,36.000000,49.287205,2.055077,2.271000,12.000000,1265,2651.100000,2.095731,2700.387205,"F",44,"West",10,"CAT 200","BS110",28.254620
"K303900",481,830.400000,217,426.000000,5,15.000000,54.380316,1.726403,1.963134,3.000000,703,1271.400000,1.808535,1325.780316,"F",22,"South-West",11,"CAT 200","WC95",38.045175
"K303920",930,1449.600000,241,454.200000,2,5.400000,61.778730,1.558710,1.884647,2.700000,1173,1909.200000,1.627621,1970.978730,"M",33,"North-West",2,"CAT 200","S50",25.593429
"K303950",468,706.200000,81,393.000000,4,13.800000,8.855221,1.508974,4.851852,3.450000,553,1113.000000,2.012658,1121.855221,"F",39,"South",0,"CAT 200","WC95",53.979466
"K303960",514,887.400000,166,288.300000,12,41.400000,151.258114,1.726459,1.736747,3.450000,692,1217.100000,1.758815,1368.358114,"M",13,"Central",0,"CAT 200","S50",19.351129
"K303970",635,1096.200000,110,199.500001,15,41.399999,12.873558,1.726299,1.813636,2.760000,760,1337.100000,1.759342,1349.973558,"F",20,"East",2,"CAT 200","BS110",26.513347
"K303990",464,955.200000,100,278.700000,16,35.399999,14.202199,2.058621,2.787000,2.212500,580,1269.299999,2.188448,1283.502198,"F",31,"West",1,"CAT 200","BS110",36.336756
"K304000",475,979.200000,4,113.100000,0,0.000000,63.490322,2.061474,28.275000,0.000000,479,1092.300000,2.280376,1155.790322,"M",41,"South-West",7,"CAT 200","S50",48.624230
"K304020",674,1164.000000,9,22.500001,13,21.600000,53.023429,1.727003,2.500000,1.661538,696,1208.100001,1.735776,1261.123430,"M",23,"North-West",2,"CAT 200","S50",43.728953
"K304030",512,817.799999,209,343.200001,20,32.000000,17.565702,1.597266,1.642105,1.600000,741,1193.000000,1.609987,1210.565702,"F",17,"South-East",6,"CAT 200","WC95",36.139630
"K304040",582,1007.400001,14,434.400001,4,20.400000,69.506668,1.730928,31.028571,5.100000,600,1462.200002,2.437000,1531.706670,"M",26,"North-West",9,"CAT 200","BS110",12.156057
"K304060",429,884.400000,57,95.700001,1,24.000000,98.545334,2.061538,1.678947,24.000000,487,1004.100001,2.061807,1102.645335,"M",12,"Central",1,"CAT 200","S50",44.944559
"K304070",982,1569.000000,29,350.099999,0,0.000000,77.609533,1.597760,12.072414,0.000000,1011,1919.099999,1.898220,1996.709532,"F",36,"North-West",1,"CAT 200","WC95",40.903491
"K304090",708,1462.199999,117,233.100000,0,0.000000,75.058401,2.065254,1.992308,0.000000,825,1695.299999,2.054909,1770.358400,"F",14,"South-East",11,"CAT 200","WC95",43.466119
"K304100",596,1090.799999,125,265.500001,3,29.000000,32.116367,1.830201,2.124000,9.666667,724,1385.300000,1.913398,1417.416367,"M",49,"North-West",2,"CAT 200","S50",38.209446
"K304120",359,1021.200000,121,231.000000,0,0.000000,96.312162,2.844568,1.909091,0.000000,480,1252.200000,2.608750,1348.512162,"M",23,"South-West",2,"CAT 200","S50",29.864476
"K304130",522,803.400000,135,352.800001,2,19.200000,100.654948,1.539080,2.613333,9.600000,659,1175.400001,1.783612,1276.054949,"F",22,"South-East",2,"CAT 200","WC95",20.960986
"K304140",276,570.000000,91,450.600000,0,0.000000,120.480284,2.065217,4.951648,0.000000,367,1020.600000,2.780926,1141.080284,"M",34,"North-East",0,"CAT 200","BS110",17.182752
"K304150",361,624.599999,56,495.000000,14,29.400001,17.241839,1.730194,8.839286,2.100000,431,1149.000000,2.665893,1166.241839,"F",38,"East",0,"CAT 200","WC95",39.063655
"K304160",331,684.600000,212,425.700000,7,13.799999,166.734696,2.068278,2.008019,1.971428,550,1124.099999,2.043818,1290.834695,"F",50,"South-West",0,"CAT 200","WC95",51.285421
"K304170",648,1338.000000,54,253.200000,0,0.000000,165.937317,2.064815,4.688889,0.000000,702,1591.200000,2.266667,1757.137317,"M",17,"Central",0,"CAT 200","S50",38.669405
"K304190",560,895.200000,91,208.800000,0,0.000000,91.844125,1.598571,2.294505,0.000000,651,1104.000000,1.695853,1195.844125,"F",36,"East",9,"CAT 200","BS110",52.665298
"K304200",269,634.200000,217,353.100000,8,46.500000,85.051638,2.357621,1.627189,5.812500,494,1033.800000,2.092713,1118.851638,"F",20,"North-West",1,"CAT 200","WC95",30.751540
"K304210",689,1192.200000,280,569.700001,1,1.800000,151.477863,1.730334,2.034643,1.800000,970,1763.700001,1.818247,1915.177864,"F",13,"Central",2,"CAT 200","WC95",44.024641
"K304220",575,1189.799999,50,295.499999,23,40.200001,1.766802,2.069217,5.910000,1.747826,648,1525.499999,2.354167,1527.266801,"F",34,"Central",1,"CAT 200","WC95",52.566735
"K304230",1092,1726.200000,190,350.400000,1,9.000000,162.342422,1.580769,1.844211,9.000000,1283,2085.600000,1.625565,2247.942422,"M",22,"East",1,"CAT 200","S50",19.186858
"K304250",1039,2149.200000,17,386.400000,5,13.800000,80.029778,2.068527,22.729412,2.760000,1061,2549.400000,2.402828,2629.429778,"F",41,"Central",2,"CAT 200","WC95",33.314168
"K304260",429,889.199999,1,268.500000,6,39.600000,46.882040,2.072727,268.500000,6.600000,436,1197.299999,2.746101,1244.182039,"M",49,"South-West",0,"CAT 200","S50",56.607803
"K304270",388,803.399999,62,446.700000,9,38.500001,29.446212,2.070619,7.204839,4.277778,459,1288.600000,2.807407,1318.046212,"F",59,"North-West",11,"CAT 200","WC95",33.248460
"K304280",593,972.000000,118,285.599999,4,12.000000,34.944936,1.639123,2.420339,3.000000,715,1269.599999,1.775664,1304.544935,"F",19,"North",2,"CAT 200","BS110",30.521561
"K304290",641,1327.200001,34,294.000000,0,0.000000,147.866261,2.070515,8.647059,0.000000,675,1621.200001,2.401778,1769.066262,"M",42,"Central",1,"CAT 200","BS110",52.796715
"K304300",349,559.200000,231,449.700000,2,47.000000,60.167582,1.602292,1.946753,23.500000,582,1055.900000,1.814261,1116.067582,"F",30,"Central",1,"CAT 200","BS110",17.971253
"K304310",469,972.000000,37,209.400000,5,10.199999,36.074166,2.072495,5.659459,2.040000,511,1191.599999,2.331898,1227.674165,"F",14,"West",2,"CAT 200","WC95",40.607803
"K304320",634,1097.399999,128,596.399999,6,30.000000,87.323699,1.730915,4.659375,5.000000,768,1723.799998,2.244531,1811.123697,"F",31,"South",1,"CAT 200","WC95",26.809035
"K304340",559,1157.399999,64,234.899999,0,0.000000,153.634960,2.070483,3.670312,0.000000,623,1392.299998,2.234831,1545.934958,"F",16,"South",11,"CAT 200","WC95",51.909651
"K304350",605,1254.000000,98,335.400000,4,49.200000,164.596112,2.072727,3.422449,12.300000,707,1638.600000,2.317680,1803.196112,"M",21,"Central",1,"CAT 200","BS110",43.926078
"K304400",346,717.000000,236,365.399999,13,21.500001,114.832619,2.072254,1.548305,1.653846,595,1103.900000,1.855294,1218.732619,"F",33,"South-East",4,"CAT 200","WC95",22.537988
"K304410",372,679.799998,125,531.900000,0,0.000000,72.827157,1.827419,4.255200,0.000000,497,1211.699998,2.438028,1284.527155,"M",20,"North",2,"CAT 200","S50",35.712526
"K304420",510,835.800000,24,164.699999,6,34.500000,39.870259,1.638824,6.862500,5.750000,540,1034.999999,1.916667,1074.870258,"M",32,"Central",0,"CAT 200","BS110",45.273101
"K304430",607,1187.399999,14,25.800000,0,0.000000,160.129202,1.956178,1.842857,0.000000,621,1213.199999,1.953623,1373.329201,"M",18,"South-East",1,"CAT 200","S50",15.605749
"K304440",1125,1732.199999,20,37.199999,0,0.000000,81.799272,1.539733,1.860000,0.000000,1145,1769.399998,1.545328,1851.199270,"F",43,"South-East",2,"CAT 200","WC95",51.811088
"K304450",416,864.600001,79,148.800001,0,0.000000,107.219404,2.078365,1.883544,0.000000,495,1013.400002,2.047273,1120.619406,"M",38,"South-East",0,"CAT 200","S50",17.938398
"K304460",845,2400.000000,341,643.500000,0,0.000000,123.752989,2.840237,1.887097,0.000000,1186,3043.500000,2.566189,3167.252989,"F",18,"South-West",1,"CAT 200","BS110",47.967146
"K304470",751,1302.600001,91,148.200000,4,41.399999,69.490038,1.734487,1.628571,10.350000,846,1492.200000,1.763830,1561.690038,"F",22,"South-West",0,"CAT 200","WC95",36.008214
"K304480",871,1314.600001,168,398.399999,1,3.000000,99.613671,1.509300,2.371429,3.000000,1040,1716.000000,1.650000,1815.613671,"F",16,"West",5,"CAT 200","WC95",22.537988
"K304490",647,1343.399999,13,36.000000,6,12.000000,122.178701,2.076352,2.769231,2.000000,666,1391.399999,2.089189,1513.578700,"M",25,"North-West",0,"CAT 200","BS110",39.950719
"K304500",560,945.600000,349,547.500001,13,40.500000,80.206152,1.688571,1.568768,3.115385,922,1533.600001,1.663341,1613.806153,"M",56,"North",1,"CAT 200","S50",52.796715
"K304510",1178,2445.600000,12,345.000000,1,41.400000,87.275330,2.076061,28.750000,41.400000,1191,2832.000000,2.377834,2919.275330,"M",26,"North",0,"CAT 200","S50",56.574949
"K304520",617,1442.400000,125,342.600000,7,20.400000,91.857377,2.337763,2.740800,2.914286,749,1805.400000,2.410414,1897.257377,"F",20,"Central",0,"CAT 200","WC95",9.659138
"K304530",465,966.000000,24,47.399999,9,22.000000,43.545763,2.077419,1.975000,2.444444,498,1035.399999,2.079116,1078.945762,"M",37,"Central",2,"CAT 200","S50",17.281314
"K304540",784,1628.400001,51,227.700000,2,16.000000,130.168725,2.077041,4.464706,8.000000,837,1872.100001,2.236679,2002.268726,"M",29,"South-East",10,"CAT 200","S50",56.016427
"K304550",361,749.399999,138,297.000000,18,39.600001,153.996260,2.075900,2.152174,2.200000,517,1086.000000,2.100580,1239.996260,"F",68,"South",3,"CAT 200","WC95",32.459959
"K304560",779,1231.200001,107,285.900000,3,30.600000,162.635159,1.580488,2.671963,10.200000,889,1547.700001,1.740945,1710.335160,"F",24,"East",0,"CAT 200","BS110",56.936345
"K304570",464,742.200000,2,383.700000,4,20.400001,76.690189,1.599569,191.850000,5.100000,470,1146.300001,2.438936,1222.990190,"M",50,"North-West",9,"CAT 200","S50",31.014374
"K304580",447,775.800000,289,520.200000,6,23.399999,69.641535,1.735570,1.800000,3.900000,742,1319.399999,1.778167,1389.041534,"M",35,"Central",4,"CAT 200","S50",55.195072
"K304590",503,916.200000,82,177.000000,18,42.500000,152.076271,1.821471,2.158537,2.361111,603,1135.700000,1.883416,1287.776271,"F",49,"South-East",1,"CAT 200","BS110",15.080082
"K304620",533,842.399999,150,229.199999,8,22.199999,175.117825,1.580488,1.528000,2.775000,691,1093.799997,1.582923,1268.917822,"M",43,"North",10,"CAT 200","S50",14.817248
"K304630",414,644.400001,21,493.500001,8,29.400001,53.548549,1.556522,23.500000,3.675000,443,1167.300003,2.634989,1220.848552,"M",12,"North-West",0,"CAT 200","S50",30.324435
"K304640",319,582.000000,216,523.500002,11,20.000000,76.681417,1.824451,2.423611,1.818182,546,1125.500002,2.061355,1202.181419,"F",60,"East",5,"CAT 200","WC95",17.708419
"K304650",566,1177.800000,105,162.600000,7,31.200000,121.862856,2.080919,1.548571,4.457143,678,1371.600000,2.023009,1493.462856,"F",20,"South",0,"CAT 200","WC95",41.396304
"K304660",411,694.200001,145,273.300000,13,33.600001,49.311974,1.689051,1.884828,2.584615,569,1001.100002,1.759402,1050.411976,"M",17,"Central",3,"CAT 200","S50",22.636550
"K304710",807,1292.399999,157,374.700000,9,24.600001,98.748155,1.601487,2.386624,2.733333,973,1691.700000,1.738643,1790.448155,"F",32,"Central",2,"CAT 200","BS110",33.544148
"K304730",380,608.400001,164,385.199999,3,10.800000,70.949563,1.601053,2.348780,3.600000,547,1004.400000,1.836197,1075.349563,"M",17,"North",0,"CAT 200","S50",13.963039
"K304740",457,832.800000,27,256.200000,0,0.000000,21.775323,1.822319,9.488889,0.000000,484,1089.000000,2.250000,1110.775323,"F",23,"South-West",0,"CAT 200","BS110",40.344969
"K304770",449,687.600000,285,501.900000,14,24.000000,114.806682,1.531403,1.761053,1.714286,748,1213.500000,1.622326,1328.306682,"F",40,"South-West",1,"CAT 200","BS110",48.985626
"K304780",631,997.200000,60,120.900001,6,12.000000,34.872486,1.580349,2.015000,2.000000,697,1130.100001,1.621377,1164.972487,"F",17,"North",0,"CAT 200","WC95",13.075975
"K304790",756,1578.600000,19,51.600000,26,44.000000,81.894116,2.088095,2.715789,1.692308,801,1674.200000,2.090137,1756.094116,"M",34,"South-West",2,"CAT 200","S50",57.067762
"K304800",467,975.000000,14,27.000000,10,20.400001,20.778743,2.087794,1.928571,2.040000,491,1022.400001,2.082281,1043.178744,"F",47,"South-East",0,"CAT 200","WC95",39.227926
"K304810",781,1251.600000,178,303.300001,19,36.000000,64.969787,1.602561,1.703933,1.894737,978,1590.900001,1.626687,1655.869788,"M",29,"South-East",1,"CAT 200","S50",11.367556
"K304820",388,900.600001,212,594.600001,2,39.600000,124.630894,2.321134,2.804717,19.800000,602,1534.800002,2.549502,1659.430896,"F",18,"North-East",11,"CAT 200","WC95",44.123203
"K304830",770,1608.000000,6,173.700000,9,25.200001,120.558461,2.088312,28.950000,2.800000,785,1806.900001,2.301783,1927.458462,"F",32,"North",5,"CAT 200","BS110",22.997947
"K304840",582,952.200000,256,444.599999,5,11.400000,62.982796,1.636082,1.736719,2.280000,843,1408.199999,1.670463,1471.182795,"F",36,"North-West",1,"CAT 200","WC95",38.275154
"K304860",897,1354.800000,34,306.300000,3,7.000000,141.654215,1.510368,9.008824,2.333333,934,1668.100000,1.785974,1809.754215,"F",36,"West",1,"CAT 200","WC95",21.486653
"K304870",957,2215.799999,82,270.600000,13,30.600000,82.079913,2.315361,3.300000,2.353846,1052,2516.999999,2.392586,2599.079912,"M",27,"North-East",1,"CAT 200","S50",37.913758
"K304880",1046,1676.399999,130,667.500000,12,25.200001,108.655883,1.602677,5.134615,2.100000,1188,2369.100000,1.994192,2477.755883,"M",45,"North-West",9,"CAT 200","S50",29.535934
"K304890",349,729.600000,41,288.899999,1,49.200000,128.153069,2.090544,7.046341,49.200000,391,1067.699999,2.730691,1195.853068,"F",28,"North",1,"CAT 200","WC95",31.704312
"K304910",708,1156.199999,74,428.400000,5,12.600000,119.789267,1.633051,5.789189,2.520000,787,1597.199999,2.029479,1716.989266,"M",18,"North",2,"CAT 200","BS110",20.501027
"K304930",540,940.800000,157,350.400000,7,13.200000,48.592899,1.742222,2.231847,1.885714,704,1304.400000,1.852841,1352.992899,"F",31,"North",2,"CAT 200","BS110",48.952772
"K304940",824,1320.600001,305,509.399999,5,24.600001,73.292063,1.602670,1.670164,4.920000,1134,1854.600001,1.635450,1927.892064,"F",15,"Central",1,"CAT 200","WC95",32.459959
"K304950",590,896.400001,22,454.500001,0,0.000000,87.758615,1.519322,20.659091,0.000000,612,1350.900002,2.207353,1438.658617,"F",28,"South-East",0,"CAT 200","BS110",55.556468
